@relation dwt_64

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
7,59.74175,95.6545,13.168611,79.931938,-12.25625,10.791,8.18559,-0.183312,-39.222152,39.774756,30.857257,5.343031,-31.396,21.7285,17.644038,2.374281,-13.604027,12.567409,7.245011,-1.847206,-110.57125,-76.9285,12.507388,-96.917688,-10.27825,11.9385,7.889187,0.299187,-40.603132,38.186595,30.598026,-5.209211,-23.7795,30.2245,17.079153,-2.420031,-13.05107,11.532204,7.484949,1.754354,36.938,87.7195,18.252039,62.145938,-16.1375,16.65,15.188816,0.280813,-65.635419,70.503849,52.040807,5.748822,-43.164,34.277,28.040095,0.897219,-17.194008,18.160623,12.063301,-2.390971,264.2825,318.28675,21.938786,300.666625,-19.70175,29.2485,19.777278,1.544125,-67.742597,73.126862,52.842623,5.502793,-57.47,41.9435,30.773208,-1.065625,-23.062995,18.644284,12.375945,-2.833509,-444.2355,-360.03475,30.197758,-401.82425,-30.077,23.65575,22.754579,-6.500125,-70.883566,74.785381,58.677016,4.656563,-48.4355,45.949,32.255002,-2.553813,-26.10214,25.687775,16.592263,-3.45868,5
8,65.11275,97.68025,11.860753,84.24075,-17.4315,13.11025,10.931299,-2.209375,-46.02452,46.542122,33.862745,1.795344,-26.4165,27.002,16.637238,1.031438,-13.396138,15.674436,7.840678,-0.76394,-114.7215,-80.8595,12.405816,-100.903313,-12.5975,16.72325,10.488998,2.136188,-47.578033,45.713039,34.134941,-2.693149,-30.0775,25.342,16.773163,-1.116969,-15.605847,11.255726,7.483059,0.772536,25.3665,69.043,16.186217,45.471375,-20.6545,21.68,16.737691,-3.43,-58.454043,73.093274,52.593747,5.869517,-35.303,40.0395,27.410645,1.519813,-19.265831,18.506399,11.819315,-1.035823,275.53525,298.92625,8.395723,286.884,-21.365,20.41025,15.174045,-1.935625,-63.562889,82.488602,53.966449,9.310475,-43.9945,47.2655,28.558095,3.232437,-29.90001,37.15139,15.23507,-0.196399,-444.82575,-396.70275,21.184234,-422.5695,-30.19775,22.97075,21.10164,-1.600875,-86.281523,86.004691,61.718831,10.366185,-51.3625,51.9565,39.353184,1.295188,-29.072695,22.373566,16.141633,-1.436885,5
9,43.43275,88.25675,18.179569,74.749875,-22.53425,21.75325,18.161946,3.04575,-41.535452,34.388371,28.828577,-8.35977,-21.3865,30.7125,16.455047,0.937,-20.440336,13.119659,8.023635,0.235157,-103.0765,-60.05875,17.995955,-91.186563,-20.89825,22.168,18.201959,-2.770938,-34.285133,41.190738,28.04501,8.225906,-33.545,23.731,17.245229,-0.976531,-12.222341,19.127946,7.35658,-0.163982,23.34,79.44375,21.614464,56.67725,-22.31475,21.77775,16.306589,2.771,-67.016045,68.431673,47.11284,-13.370505,-29.9805,39.746,26.098088,-1.593063,-21.406244,18.574988,12.595428,0.358194,212.134,292.5295,31.859966,256.042125,-34.47,28.22225,27.295921,1.0865,-80.342533,67.985135,48.081611,-17.072828,-36.231,38.916,23.757668,-2.758875,-29.623531,27.070169,14.463328,-0.034339,-469.40925,-401.49,29.869883,-436.408125,-6.66325,38.98675,18.809579,16.2055,-74.96039,81.343089,55.341244,-15.473529,-49.7605,38.1825,32.764015,-6.0515,-24.444681,31.211693,16.047667,1.067908,5
10,66.84525,100.90325,13.91241,89.062313,-13.67175,11.20575,9.578791,-3.930688,-38.981029,44.539595,27.685437,5.317134,-23.4865,35.547,17.059433,-0.347906,-14.639939,11.877273,7.668836,2.0543,-116.0405,-84.6925,12.779994,-104.193125,-9.86325,15.06325,9.503076,5.425875,-43.606922,37.116388,27.352638,-4.725771,-36.4745,20.703,17.191642,0.253375,-12.567409,14.086981,7.032908,-1.896681,36.74325,85.815,21.928214,62.768563,-15.79625,5.5425,7.563795,-4.882687,-71.331871,66.222318,47.708995,12.118971,-35.84,40.576,27.38474,2.215594,-18.437102,15.882325,12.205041,3.090167,216.84625,281.15075,25.664851,244.34775,-29.4675,9.32775,16.237217,-9.142625,-78.615425,71.642998,48.374081,12.464171,-47.363,45.0195,27.954575,-0.756563,-24.237499,30.66015,13.286214,3.292908,-526.46525,-446.72625,29.966119,-479.589,-27.36825,16.30625,15.783449,-8.753875,-89.525022,90.633765,60.842765,19.196181,-47.3165,59.9115,34.535496,3.326875,-24.925514,27.901019,15.938898,3.760526,5
11,63.74525,89.282,9.749437,78.613313,-4.175,18.53,9.009516,3.259063,-37.806878,52.273222,29.575035,-3.737634,-26.074,31.006,16.504272,0.506531,-15.537257,14.777118,8.584955,1.640112,-104.492,-81.78725,8.54122,-94.26275,-17.578,4.10125,8.661466,-3.100625,-50.650766,36.805615,29.174731,4.954432,-32.764,22.9985,16.478861,-0.714062,-14.086981,14.017685,8.294848,-1.519219,31.421,74.707,15.766148,56.774938,-18.2375,18.16375,16.203673,0.744688,-72.195249,67.43041,52.309728,-4.583422,-40.4295,43.2125,27.864131,-1.178031,-19.611607,15.399371,12.474177,2.114846,186.86525,242.0155,24.193897,215.350188,-9.13075,25.293,13.015079,10.052563,-79.618102,68.741032,52.256692,-4.449956,-51.8555,48.241,32.339451,-0.943156,-21.47554,20.371039,14.150274,1.888086,-529.618,-466.50775,23.003078,-492.604188,-24.437,21.90275,21.285522,-2.806938,-98.606041,85.834985,73.508833,-3.495361,-53.0765,46.5815,34.411906,-3.655781,-27.343819,25.130575,16.218716,3.050525,5
12,63.32975,97.925,14.495394,83.57525,-17.602,12.54825,11.01619,-1.153625,-40.844963,40.603132,30.412385,-0.841722,-29.492,29.0525,15.208502,-0.375437,-12.429523,13.258252,7.067334,0.407912,-115.16075,-80.00475,14.996203,-100.213688,-12.81725,13.06125,9.977355,0.079062,-39.94729,39.670812,30.004569,0.237279,-30.078,27.8805,15.527133,0.399781,-14.9843,12.706002,7.411622,-0.511437,46.45975,100.95225,22.442001,80.334563,-26.343,17.26075,17.019884,0.012063,-70.952155,61.699309,51.773941,-5.576288,-44.7265,36.2305,26.667773,-1.995969,-18.506399,16.573169,10.945279,0.487661,153.22275,229.49175,28.050251,190.039,-6.95825,16.35725,9.030207,8.386125,-73.024332,62.838105,49.920313,-7.431869,-52.2465,34.8635,26.228231,-0.824,-21.199061,27.345233,11.242704,1.005462,-505.177,-442.3565,23.279941,-470.947,-17.97125,18.798,13.732969,4.81,-94.774229,87.906808,69.568415,-9.227125,-52.982,48.925,37.204805,-2.825938,-22.78298,26.382154,15.628648,0.949335,5
13,52.6615,94.84875,14.994494,72.23525,-11.79225,13.721,9.080515,0.006125,-42.122351,38.70455,28.329507,8.204383,-30.029,22.1685,15.77841,-0.454625,-11.600794,16.434576,7.508051,-0.325888,-110.5955,-68.3105,15.040421,-88.159,-15.11225,7.49525,8.77927,-0.402625,-37.598989,40.9482,27.891949,-8.096549,-19.1405,28.125,15.374999,0.213625,-18.437102,12.015158,8.066697,0.142349,55.12675,104.80975,20.975433,84.417563,-18.82375,9.8145,10.452344,-3.888188,-73.645171,69.225754,48.458589,11.216791,-40.2345,31.1035,27.097477,1.797531,-15.122186,16.020211,10.999502,-0.908433,131.20125,180.76175,19.252959,155.78625,-23.6575,14.1355,14.551055,0.134125,-44.367061,72.540317,42.890032,16.002976,-50.098,33.203,29.699298,-0.823937,-16.158804,17.67767,11.422294,-0.0864,-520.79625,-463.574,26.355487,-494.205813,-29.735,-4.19925,10.532988,-13.786687,-85.831803,89.42037,60.961914,13.597266,-50.0005,49.949,35.382987,2.987719,-20.576807,28.309727,14.28169,-1.465545,5
14,46.167,81.7385,14.458607,62.823438,-2.027,13.20825,6.501783,4.571438,-46.334232,37.772584,28.069193,-8.635851,-30.42,18.6035,17.487459,-1.669344,-11.946569,11.532204,6.759725,-2.108305,-99.41425,-61.03475,15.563213,-78.973375,-12.98825,4.51675,7.448444,-4.339625,-38.083003,47.094726,27.591341,9.067761,-19.6775,29.4435,17.089897,1.6815,-12.843888,13.879799,7.457647,1.905432,47.63225,102.6125,21.087288,75.042813,-10.3275,17.969,10.818915,7.037313,-69.018925,67.395762,48.391619,-12.641081,-42.871,32.764,29.071362,-2.493281,-15.122893,18.299216,11.307212,-3.333986,100.70825,172.72925,29.007679,135.907,-11.6695,34.0085,16.271172,11.175625,-74.887911,88.181165,53.630454,-11.25988,-46.484,35.4495,27.527659,-3.024188,-24.996932,22.442862,11.209303,-3.821647,-558.94,-481.20125,29.146413,-519.733313,-19.97225,30.88575,19.875675,8.830688,-77.377634,78.613304,60.498852,-9.396079,-61.62,47.998,39.303531,-4.459281,-22.992991,24.378213,15.475342,-3.549256,5
15,45.4835,83.032,13.278276,64.27,-18.96975,15.84475,13.955849,-1.53825,-40.396303,41.811931,29.653441,5.368973,-27.1,22.8025,16.068526,0.2625,-18.644284,14.708528,8.098246,-1.381112,-98.5595,-61.7675,13.031749,-80.03525,-16.30775,17.52925,13.053646,0.714375,-40.499894,41.535452,29.213554,-5.822229,-27.002,26.0255,16.063882,-0.186125,-14.846414,15.675143,7.808464,1.400513,72.63225,125.19525,19.12657,103.418,-28.29575,21.04525,18.769975,-4.895,-56.727288,71.574409,50.245114,4.315826,-42.969,35.645,27.156619,0.3295,-18.920056,18.713581,12.133726,-2.075933,118.18825,159.888,16.141395,145.23925,-23.85275,21.45975,18.089972,-5.93275,-58.108621,70.123779,48.741509,6.404796,-38.7205,38.6715,26.965661,-1.428188,-26.171436,23.615952,13.260801,-2.084595,-532.10575,-468.82475,22.766338,-499.111125,-15.89675,7.25075,11.107485,-4.3085,-83.623155,91.698314,70.214599,2.390728,-57.1285,46.3375,34.18309,0.214188,-33.14563,34.248717,16.827184,-2.735796,5
16,55.49325,71.5825,6.622791,61.431813,-20.43425,15.3805,16.35242,-3.448437,-41.950524,43.573334,31.827324,0.565376,-24.3655,26.416,15.24285,0.839156,-14.018392,16.987533,7.472964,-0.446648,-85.74225,-70.288,6.571462,-76.708813,-18.3105,18.726,15.603128,2.355938,-43.641216,41.639043,31.050318,-0.267419,-29.3455,24.9025,15.860905,-0.561469,-15.813029,11.462908,6.794365,0.548118,89.5265,117.55325,12.46713,104.864313,-29.32175,16.06425,18.23579,-5.706937,-62.63163,74.439606,52.613012,4.829318,-33.5455,40.3325,26.765188,0.540094,-19.127946,17.815555,11.956792,0.269828,128.39375,150.43975,9.514532,139.532563,-35.10725,26.29375,22.931571,-4.473938,-63.010639,91.392137,57.130277,7.401684,-33.6915,47.217,26.360752,1.339719,-26.240026,22.373566,12.257948,-0.580424,-531.02875,-485.6445,17.925365,-514.776688,-35.28075,11.49975,17.135579,-7.550812,-92.115507,104.063137,71.478247,11.674819,-57.6645,46.0425,36.802001,3.121031,-23.475945,30.662271,16.713506,1.314047,5
17,52.661,91.2105,14.723244,68.603375,-9.326,17.5055,9.613714,4.797375,-36.218716,43.606922,29.318485,-4.194911,-21.24,30.664,16.839849,0.299125,-15.398664,13.879799,8.357282,0.750947,-108.496,-70.532,15.132296,-84.36275,-17.40775,11.62075,10.399487,-3.589,-46.300645,37.565048,29.766632,4.359048,-33.789,21.6795,17.082556,-0.769,-13.258252,14.017685,7.693745,-0.67321,103.272,163.892,22.545607,135.968188,-17.57825,20.1655,13.769181,3.631313,-69.81336,66.498443,46.637336,-13.573312,-32.812,41.113,27.154737,-1.809719,-18.299216,17.470487,12.43599,1.132851,90.9915,166.7235,28.585156,125.537188,-20.48325,34.6435,20.432242,7.299813,-71.919124,64.875633,50.118274,-8.804408,-41.5035,46.582,29.766116,-2.038531,-22.02779,34.319428,15.224601,1.324963,-568.605,-482.5635,34.439451,-526.694813,-30.911,32.274,25.138285,9.019563,-89.768974,84.176113,58.661649,-16.718789,-50.242,66.5,35.062248,-2.874844,-29.210581,29.69,16.611533,1.17815,5
18,49.1945,89.2085,15.59035,72.930938,-15.0145,4.88275,7.589006,-2.691563,-35.735055,45.057198,28.581794,8.247738,-22.4125,30.957,16.473308,2.188031,-14.91571,14.086981,8.068667,2.509588,-103.6865,-64.966,14.990903,-88.0615,-4.34575,13.061,6.779168,2.81975,-44.26347,35.45893,28.103933,-7.872043,-30.6155,19.0915,16.553523,-2.36825,-14.017685,14.156278,7.539781,-2.576565,124.73125,183.3495,22.951273,155.00475,-15.69825,1.8315,6.699157,-5.61525,-73.92165,68.708152,50.191269,13.042408,-35.84,44.4825,28.626947,2.8015,-18.092034,15.053596,11.787956,3.34899,127.7835,202.002,26.971766,167.742938,-26.1715,2.17325,10.866376,-7.855063,-68.846038,61.975434,47.590452,13.737361,-38.281,42.7245,25.975022,3.176969,-26.792983,24.651864,13.398956,2.923953,-521.53325,-458.6405,23.888747,-488.346188,-15.5985,4.537,8.992392,-5.767563,-106.961568,87.148436,67.360438,14.10815,-60.696,54.5365,40.348705,1.651156,-20.64469,24.376092,15.52415,3.135555,5
19,36.792,70.142,13.71584,57.171875,-18.7255,15.796,12.41733,-0.445625,-36.805615,43.987345,28.289918,-5.269537,-23.7795,26.2695,16.104816,-0.99175,-15.329368,11.11784,7.676509,1.033658,-86.42575,-53.906,13.678021,-73.49225,-15.69825,15.42925,11.346962,-0.57975,-44.125584,34.76844,28.03843,4.786141,-27.441,21.826,16.207268,1.132125,-12.913184,14.225574,7.47952,-0.968913,135.3515,175.34175,15.614683,151.116813,-19.775,21.2405,16.173061,0.457938,-68.984277,64.875987,51.003017,-4.656608,-37.6465,40.039,26.646048,-0.460781,-19.335128,17.470487,12.017603,1.443625,138.57425,180.2,19.55385,160.143813,-19.0675,22.4125,16.831135,-0.305188,-74.231716,64.530211,52.582351,-4.70416,-40.9665,41.602,29.071656,1.153594,-24.306796,25.894957,13.548955,1.048661,-519.7765,-480.22675,16.771477,-501.594375,-31.0085,32.27625,29.031195,-0.982375,-88.040451,93.084951,69.4167,1.256175,-49.5145,49.7055,36.065767,-1.144688,-27.41453,35.5604,17.492457,1.568937,5
20,64.20925,82.4465,7.852311,74.652313,-15.0395,15.18525,12.317018,-0.177063,-46.058461,37.08174,31.219013,-1.998151,-25.9275,26.807,16.299451,-0.320281,-14.156278,12.981773,7.336405,-0.325866,-98.193,-78.1005,8.590107,-89.275875,-14.8195,11.7435,11.768686,-0.11575,-36.736672,46.300645,30.652743,1.91184,-27.295,22.9005,15.917524,0.314313,-15.260779,15.467961,7.823413,0.170457,169.9705,196.87475,10.299776,185.7115,-18.43275,18.213,14.795426,2.87475,-75.682699,62.147615,52.822356,-6.987541,-38.4765,35.5955,26.680981,-0.833188,-18.092034,18.299216,11.017432,-0.627955,155.93275,215.06325,23.90136,195.648313,-17.1875,19.26275,12.993092,1.898062,-83.72816,77.166917,55.698373,-8.61888,-50.146,38.086,29.164248,-1.040719,-23.064409,21.682722,12.174939,-1.741538,-529.15075,-458.91075,25.943429,-487.04325,-22.50875,30.95725,21.001235,8.1235,-88.350517,82.551888,65.896048,-6.520762,-58.0585,53.0785,39.172831,-1.09525,-26.728636,28.036784,15.285115,-0.34741,5
21,35.49775,69.97175,12.205475,53.003063,-15.23475,19.9705,13.019589,-0.683812,-39.670812,34.181188,27.342114,6.180423,-23.6815,26.7095,15.766501,1.965344,-11.462908,11.73868,6.873339,-0.971101,-83.86225,-51.07375,11.610224,-67.8895,-19.775,13.135,12.617302,0.519,-33.559995,38.393777,27.428929,-5.174784,-25.146,22.363,15.555278,-2.011,-13.604027,11.739387,7.476199,0.800622,156.07925,200.659,21.435892,177.6305,-25.14625,6.323,12.796989,-6.817625,-72.782501,65.73901,46.817509,11.950635,-42.1875,34.1795,28.868362,2.31625,-16.986826,16.987533,11.549259,-1.482361,143.74975,217.79775,28.856724,185.565,-26.1475,15.6495,15.163893,-8.648625,-67.119636,67.603651,45.808178,11.346589,-40.918,35.108,26.451761,3.829937,-19.197242,21.544837,11.437994,-1.335769,-537.98975,-467.968,32.353212,-502.354563,-30.73925,5.6125,13.292705,-9.437437,-89.97757,88.737658,62.757201,17.849717,-55.13,43.556,37.502475,-0.952531,-21.199061,27.551002,14.810143,-1.92459,5
22,36.3035,80.835,16.52107,63.293375,-5.6885,15.33175,8.289903,1.843125,-42.605305,33.490698,25.795726,-7.405883,-29.883,24.365,17.343033,-2.044687,-14.777825,19.196535,8.009992,-2.455826,-94.458,-52.3925,15.523863,-77.368063,-13.79325,6.6895,8.343932,-1.623313,-34.457313,41.742988,25.721181,7.535416,-23.2425,27.0505,16.97019,1.885844,-19.887378,13.119659,8.376219,2.429774,168.48125,235.4485,26.532534,191.808688,-20.82525,17.28525,15.242235,4.687563,-63.045994,65.566123,46.162941,-12.27418,-41.748,33.105,28.300444,-2.697781,-15.882325,19.680196,11.259595,-3.085748,185.40075,255.71375,24.951183,218.970125,-21.43525,17.84675,15.81251,5.762,-66.395205,59.385656,46.272637,-13.206457,-44.7265,31.103,27.220169,-2.588,-21.752019,23.270884,12.391987,-2.589602,-480.2725,-382.49825,37.069446,-439.343563,-19.0925,15.406,13.886207,2.563062,-80.242478,79.443447,59.781998,-15.190819,-61.381,52.3905,38.416823,-2.935781,-27.550294,23.758788,15.201688,-3.352415,5
23,48.43775,87.81725,14.123767,70.501875,-7.42225,3.05175,4.272927,-1.996,-47.094726,43.158616,32.270695,3.707272,-34.18,22.3145,18.508896,-0.399812,-13.879092,14.846414,8.031827,-0.442384,-103.85725,-66.1375,13.470528,-86.852875,-2.39225,6.3715,3.912988,1.501375,-43.434741,46.679654,31.783702,-3.927536,-25.146,33.545,17.693814,0.51275,-14.9843,10.703475,7.601212,0.401371,191.87,260.23,25.558733,217.96875,-26.416,18.0175,16.49409,-5.13925,-63.218528,70.814623,52.426825,2.365007,-39.9905,35.5955,26.677347,-1.153563,-18.713581,18.989353,12.40068,-1.557977,202.41675,209.39925,2.670601,206.512188,-14.18475,32.29925,18.067486,4.241687,-68.225198,86.420469,59.744095,5.390584,-39.844,40.918,27.647628,0.033469,-20.646811,30.107193,13.703211,-0.485451,-422.90275,-331.37125,33.87809,-386.9875,-26.66225,34.64425,25.445406,2.136625,-79.549159,93.982269,65.472268,4.012477,-56.9365,55.3695,36.809736,1.024937,-26.174972,29.416349,16.847889,-2.41309,5
24,54.66275,90.21,13.319351,68.292375,-9.35075,11.841,7.649043,0.48225,-45.885927,42.847489,31.307788,1.575346,-22.754,31.104,16.759055,2.072187,-13.327549,12.636705,7.129923,0.472524,-104.12625,-70.0195,12.741272,-83.142188,-15.21,8.3005,8.729329,-2.002063,-43.676572,46.300291,31.321095,-1.544984,-33.6425,23.6815,16.921772,-2.062969,-13.120366,12.153044,6.626557,-0.42296,216.7965,240.77125,9.851031,223.785375,-13.28175,11.2065,10.389349,-0.079375,-64.185143,72.402431,51.83488,6.633457,-31.8845,39.795,26.324562,1.400813,-18.99006,18.506399,11.913008,1.305584,124.4875,188.9405,25.193957,147.6745,-21.8505,25.78125,17.273763,-0.2015,-57.901085,72.264899,48.533083,6.365906,-40.283,47.2655,29.119364,4.049688,-25.066935,25.549889,13.717853,1.1243,-416.65,-357.934,21.104493,-390.972625,-27.513,19.67575,19.701899,-6.830125,-77.822758,82.034286,61.431512,6.816156,-48.9275,43.556,33.632224,0.064625,-23.546656,22.925816,14.700328,2.091003,5
25,47.94925,96.5815,18.458339,78.558313,-16.6505,20.41,13.15278,2.996813,-37.116035,42.847843,29.194325,-6.158591,-28.8575,27.344,17.694368,-1.779281,-16.572462,16.435283,8.592797,1.67233,-111.15725,-63.86725,18.146018,-93.786625,-19.873,18.43225,13.611371,-1.977625,-45.402619,36.080477,28.913659,5.740116,-29.9315,29.5905,17.678124,1.367313,-15.398664,14.017685,7.794279,-1.648752,218.87225,275.5865,21.818673,243.536375,-7.73925,24.95125,13.827616,6.097375,-67.049986,64.56486,44.7658,-13.927175,-35.01,41.9445,28.319807,-2.151438,-20.439629,16.572462,12.312215,1.676683,92.7245,144.1895,23.521255,120.196625,-4.541,29.4195,12.886808,12.579375,-70.434199,61.319239,43.996119,-13.858232,-45.0195,60.108,31.798636,-1.99275,-24.582567,32.869152,15.634616,2.760015,-365.2345,-324.829,14.846663,-345.586813,-9.007,42.72625,20.477777,12.055813,-82.486481,73.022917,53.974702,-17.483259,-51.5145,59.034,38.652298,-0.533656,-24.92905,22.649337,14.622228,2.012978,5
26,39.47775,86.5475,17.473862,68.310375,-11.2545,9.8145,7.645573,-1.08625,-38.151946,49.373024,28.935196,8.864821,-21.631,35.8885,17.796715,1.751688,-16.84894,17.815555,8.8066,2.624029,-104.37025,-56.34825,17.709096,-85.1565,-6.934,11.45025,6.522029,1.782125,-49.096545,35.355693,28.521854,-9.339201,-36.035,19.531,17.911562,-1.58075,-16.158804,16.227394,8.508375,-2.498871,216.5765,280.9805,25.177062,249.590688,-23.43825,10.4245,12.057819,-7.000437,-71.43617,65.118524,47.947414,12.270291,-36.8655,40.77,28.922993,1.650531,-19.748785,15.813736,11.731271,2.962711,66.9675,104.9075,15.691575,87.487813,-10.498,11.4015,8.046852,2.087313,-71.193986,89.389611,53.262467,17.487856,-35.4005,40.527,25.410463,2.203469,-25.273411,37.77223,14.89708,3.46131,-396.4315,-307.4475,32.591409,-344.57975,-22.826,24.3175,17.756775,-5.335,-76.996504,87.939335,58.049492,16.097374,-55.7145,52.734,41.117723,-0.305063,-20.788939,25.409882,15.496267,3.482545,5
27,64.9905,83.5205,7.681953,78.228813,-8.936,5.933,6.15976,-2.679312,-45.092199,38.497014,30.208311,-5.951674,-34.7165,25.8785,17.386184,-2.664156,-15.537257,11.048543,8.117811,0.282644,-100.9525,-82.39775,7.439165,-95.166125,-4.61375,8.71575,5.057899,1.758,-38.358775,43.780163,29.842591,6.422032,-24.9515,30.127,16.571526,2.990625,-12.015158,16.573169,8.541415,-0.138063,221.92375,268.26075,17.901819,246.093938,-19.60525,21.265,16.241758,1.782313,-71.574763,62.838458,52.682784,-2.856844,-41.309,39.65,27.657959,-0.689719,-19.818082,17.125419,12.019316,0.64318,60.669,108.83825,18.833542,82.34875,-11.401,14.5265,10.715239,2.368375,-80.205354,56.071446,51.073356,-6.577242,-48.8285,36.767,25.363427,-0.183125,-26.86228,24.306796,13.385672,0.496389,-380.176,-307.95875,32.422836,-347.271875,-30.07725,28.2715,25.966111,-0.151125,-88.735184,86.803721,66.744422,-1.522931,-50.3405,63.575,34.088638,5.8325,-26.65439,25.136232,15.881775,1.257987,5
28,79.5165,104.88275,10.39884,91.009438,-9.52175,16.821,9.403188,4.449312,-41.466509,35.423928,28.941561,-2.947796,-35.7915,27.3925,17.328965,-0.704906,-15.191482,11.255726,7.24354,-1.189022,-119.97025,-94.82425,10.195177,-106.878438,-15.72275,8.42275,9.088672,-4.705688,-33.249222,41.259327,28.189191,3.085858,-25.781,33.691,16.757304,0.778281,-13.326842,16.020918,7.971499,1.124322,236.498,277.2465,16.163489,249.987688,-18.14,20.9705,15.179965,2.037688,-74.543904,69.260049,53.416353,-7.440575,-41.797,32.4705,27.018334,-1.733344,-16.158097,17.401191,11.213407,-1.570992,77.8315,128.76,19.912771,95.019375,-13.8185,30.5175,17.374795,9.704375,-77.650224,59.627486,49.602737,-6.888104,-53.467,44.726,30.695414,-4.187063,-20.508925,26.240026,12.985424,-1.791101,-344.04,-286.4265,21.487178,-321.619,-29.4905,46.1415,30.679677,-3.38075,-97.333248,96.15733,69.511454,-11.929599,-46.387,34.326,31.644754,-3.912438,-22.71227,27.275937,15.240026,-1.458982,5
29,69.43325,104.05275,12.423109,87.43275,-8.4965,6.9095,6.216918,-2.1425,-41.570101,39.94729,27.705149,11.588154,-26.953,23.1935,16.565179,2.2735,-9.943336,15.330075,7.134723,-1.788848,-121.069,-85.47325,12.817725,-104.650688,-6.37175,7.007,5.553125,1.709187,-40.741371,39.843699,27.127186,-11.298992,-23.0955,25,16.02408,-2.599969,-16.711055,10.634179,7.580672,1.721915,211.40125,265.99125,22.262049,240.459938,-21.67875,10.67125,13.409448,-3.923938,-66.464502,71.159691,47.243858,14.36757,-43.555,31.787,27.658995,2.127031,-15.743732,18.161331,11.502443,-1.901123,83.10575,125.92775,18.896548,104.626375,-8.91125,6.64075,5.506425,-0.9155,-70.468848,87.35279,51.837405,21.855256,-51.123,35.6445,29.214849,1.422187,-23.132998,27.96678,12.926733,-1.605486,-327.7355,-241.25925,36.989744,-292.517438,-18.99325,20.92275,16.342897,-3.990813,-85.348496,98.817112,61.426663,14.466919,-54.9815,54.0535,38.395397,0.311219,-22.925816,25.273411,16.615497,-1.484858,5
30,65.893,98.804,14.177869,81.396438,-1.0985,9.5455,4.4702,4.699688,-42.295239,37.288923,25.605709,-7.42334,-30.86,28.8085,18.452441,-1.086406,-12.291637,15.398664,7.569006,-2.31752,-117.13875,-82.88575,14.7254,-99.04175,-11.25475,1.12275,5.218384,-4.058875,-36.874558,42.64066,25.305108,7.444774,-31.494,28.8085,18.265422,1.004,-14.915003,11.73868,7.67684,2.375835,189.38,253.14975,27.217527,218.792938,-11.79175,21.38675,12.0872,7.159437,-58.3851,67.258229,47.079667,-10.949328,-41.0155,36.231,28.244666,-1.736281,-15.74444,19.196535,11.347877,-2.80317,61.621,134.30175,29.60369,90.95425,-14.94175,17.74875,13.207465,5.32225,-64.529858,69.019279,48.022527,-10.953438,-43.506,51.2205,30.44009,-0.384625,-23.201588,21.336947,12.572815,-3.720266,-320.33825,-226.51375,33.677368,-279.07175,-11.3755,18.84825,12.232392,5.120625,-88.216521,84.454713,66.091884,-14.107929,-58.791,42.4805,38.637406,-3.805875,-22.097087,24.997639,14.365449,-3.264933,5
