@relation dwt_32_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute 7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
79,66.256613,94.188745,81.077217,-103.994548,-76.027768,-90.649852,-26.481856,4.00576,-11.419421,12.309822,-79.929583,-40.672075,-62.717897,-59.385656,-15.709438,-37.970662,5
80,49.511617,77.408394,61.094998,-88.595883,-60.007556,-71.530745,-43.33115,-19.438365,-34.483476,11.546033,-96.572048,-84.555829,-90.391051,-68.155548,-32.351549,-56.08002,5
81,68.051957,87.179549,76.55412,-98.159149,-79.239093,-87.982645,-49.511263,-10.461998,-31.686957,12.102167,-114.835555,-72.643908,-98.918847,-78.168887,14.501699,-39.861112,5
82,64.599861,107.309111,87.067826,-118.909551,-76.614666,-98.763372,-57.452072,0.310773,-34.03464,12.820965,-130.511052,-53.861384,-96.916409,-61.803608,15.848031,-28.406954,5
83,57.728198,87.628915,77.020369,-100.611042,-68.294494,-87.819127,-98.159503,-31.281343,-55.933295,11.308194,-152.504548,-96.053385,-117.244226,-65.566123,1.484924,-26.818527,5
84,62.424094,93.291426,82.958917,-106.342496,-72.333135,-94.24054,-80.412183,-49.373024,-64.26266,11.624591,-146.186195,-81.655984,-110.917035,-50.477878,13.189309,-12.619381,5
85,75.371572,104.305321,92.401974,-113.800351,-86.178285,-103.51124,-101.301178,-73.507285,-85.479576,11.124776,-121.810457,-75.337631,-96.864967,-4.453712,39.256447,20.034014,5
86,73.680173,91.322841,82.570538,-103.924898,-86.178639,-94.266438,-134.723287,-102.441034,-118.029734,11.139938,-134.515751,-118.219415,-123.476135,-10.599884,37.737228,6.939634,5
87,53.654909,86.524061,71.030114,-97.848729,-67.88013,-83.287279,-168.973418,-111.624584,-141.317765,11.324543,-167.558498,-128.404228,-144.873982,-35.458577,19.127946,-4.540244,5
88,74.404957,106.721505,95.146786,-116.320126,-84.832308,-105.073504,-155.715873,-106.20461,-125.651461,11.082254,-144.873805,-73.023978,-108.180885,20.267448,82.276824,52.480581,5
89,77.305156,103.890957,89.993922,-113.696406,-87.904687,-100.938698,-154.955734,-121.844751,-138.823181,10.638639,-137.726723,-97.883024,-117.329963,41.362918,87.042016,63.088951,5
90,65.324646,76.131005,70.115117,-87.560326,-78.859023,-82.898724,-180.091258,-162.89725,-173.384527,12.056918,-145.633238,-119.980464,-136.052118,18.885761,62.873107,45.69598,5
91,59.213475,100.230972,76.752729,-110.554377,-72.609967,-88.362627,-200.012931,-150.39843,-182.508238,11.370796,-161.999224,-97.986969,-130.99436,30.176135,111.279515,61.724942,5
92,81.690279,102.647509,91.081187,-114.248657,-93.878325,-101.940049,-197.631042,-165.175548,-184.881553,11.584167,-131.408371,-101.163292,-117.373538,65.082815,101.681248,83.243881,5
93,61.354241,106.791155,87.594355,-117.080266,-75.440869,-99.074234,-230.707022,-170.458343,-202.067076,12.348521,-147.842946,-86.869129,-117.856846,65.566476,131.684849,105.669065,5
0,120.946372,134.5504,129.337078,-148.120132,-135.759199,-142.138097,-418.879451,-365.393894,-395.176347,10.927946,-299.654883,-276.560422,-287.555049,-36.460193,26.620449,-12.610896,7
1,116.112944,131.063303,124.356395,-141.905017,-127.36867,-135.828142,-416.599031,-376.544968,-395.709329,10.759604,-292.200564,-265.36975,-274.133985,-34.665203,25.342,1.933407,7
2,113.592815,139.902491,125.444102,-151.676172,-126.022338,-136.648032,-418.289016,-375.961604,-395.141876,11.414318,-277.666691,-243.135131,-255.533276,-27.655653,31.557115,6.853544,7
3,113.247394,140.247559,124.779421,-151.77941,-123.812276,-136.492645,-429.825464,-390.393654,-413.22348,10.950989,-278.523704,-218.587919,-254.547128,-41.949817,35.423928,-9.201492,7
4,100.852519,127.403671,115.043003,-139.487773,-113.62711,-126.255507,-433.894863,-404.373155,-421.507236,11.28838,-269.135801,-228.291899,-245.104954,-39.63581,-0.068943,-17.841453,7
5,102.751101,138.107147,120.463684,-148.948508,-115.285275,-131.210381,-440.456814,-403.825147,-422.036682,11.645967,-239.094723,-201.257793,-216.956447,-16.607463,18.195625,2.986465,7
6,115.560693,142.146494,127.446628,-153.436515,-124.98678,-139.090909,-443.221602,-410.82904,-423.090271,10.509862,-233.195685,-203.256784,-219.684465,-19.714491,16.98718,1.950908,7
7,106.342142,128.646765,121.007537,-140.281854,-121.119613,-132.288895,-429.372915,-401.16289,-415.312097,10.406637,-225.043097,-204.157638,-215.817475,-4.454066,29.658887,12.075793,7
8,105.790246,124.779598,117.28736,-137.484893,-117.183504,-128.724105,-453.191807,-405.444422,-427.410694,10.465525,-240.029518,-200.254762,-216.991979,-40.603839,26.689038,0.017059,7
9,111.555994,116.977028,114.033254,-127.645502,-121.775455,-124.701905,-461.100796,-427.955166,-444.582782,10.129842,-236.301298,-194.455072,-216.181016,-34.043656,39.981585,2.537541,7
10,91.59932,111.14163,102.268058,-124.503473,-101.957727,-113.429032,-466.421775,-422.952386,-446.318729,10.10913,-220.625447,-186.063129,-203.293642,6.698069,32.109365,19.869877,7
11,88.630178,136.725814,111.68513,-147.014217,-102.405679,-123.173759,-461.001802,-428.853192,-442.760214,10.044414,-201.428913,-150.156246,-179.858532,12.464171,67.776185,35.234601,7
12,96.053739,133.376602,115.302069,-143.078461,-106.929041,-126.151827,-467.072313,-429.616867,-447.686981,10.121208,-185.373346,-144.632328,-163.82904,7.837925,67.534708,38.816892,7
13,76.269245,119.117441,101.042377,-129.889859,-89.976509,-112.945547,-472.290761,-426.134366,-448.770622,11.269067,-220.349676,-129.992743,-169.060039,1.726401,77.616283,40.482659,7
14,70.883566,107.964952,89.122148,-118.184767,-82.898724,-99.816784,-475.607092,-414.286792,-451.887195,10.540958,-191.554873,-131.960975,-166.565631,10.495586,71.504759,33.352636,7
15,90.356226,122.949959,105.522429,-135.620606,-100.990051,-117.7963,-490.555329,-436.521765,-468.553702,10.230869,-182.575678,-125.331849,-151.06258,19.231183,40.707077,29.235418,7
16,98.089853,111.279515,104.192715,-122.569182,-110.416492,-116.00953,-483.897919,-426.784904,-452.474094,11.822895,-163.587386,-137.623839,-146.393378,-2.00288,58.730168,28.380968,7
17,88.871655,109.035159,101.560333,-119.669337,-99.264357,-112.677996,-479.259299,-446.672283,-460.283204,11.125772,-146.945628,-136.415394,-143.061402,24.720807,58.626223,39.921481,7
18,95.39719,133.100477,113.938237,-142.629802,-105.962426,-124.520532,-466.906143,-450.642687,-458.021346,10.842756,-137.830314,-92.876708,-120.118173,23.47842,65.151758,40.068294,7
19,91.426432,106.480382,97.417129,-119.186384,-99.816961,-108.629721,-477.01777,-430.094164,-449.692512,10.756159,-163.241964,-115.008443,-137.174473,1.62281,80.792253,39.006485,7
20,94.983179,112.039655,104.762819,-122.43165,-106.342496,-115.957911,-484.757054,-433.937289,-460.216913,10.95885,-156.682135,-111.417401,-134.153359,2.244003,67.534708,31.35886,7
21,95.121065,114.283659,103.277895,-126.505646,-107.481645,-114.947897,-477.01777,-418.395082,-450.651526,11.598008,-129.579085,-101.784486,-117.321831,34.423372,76.752552,51.798577,7
22,97.951967,121.153908,111.641996,-131.270485,-109.829593,-122.733761,-469.317377,-428.821372,-443.478812,9.935059,-133.755965,-103.683774,-116.001044,33.318164,63.080996,47.776288,7
23,101.854136,116.355482,111.158865,-127.783388,-112.867677,-122.828691,-451.812949,-421.364931,-434.086666,9.855885,-107.308757,-83.312735,-94.352793,39.429688,95.742258,76.614755,7
24,94.189098,123.985164,108.707326,-133.204068,-106.376437,-120.670777,-454.36914,-410.620443,-430.003124,10.211977,-130.752529,-66.014782,-94.093815,27.345233,107.516293,77.581635,7
25,96.121975,126.643885,108.163296,-136.449688,-106.238198,-118.909905,-438.901179,-400.575992,-423.054916,10.120264,-102.647509,-51.168014,-85.237568,51.790268,135.966027,88.707872,7
26,87.21455,126.091281,102.716894,-138.970171,-100.610688,-114.758127,-449.33454,-406.483869,-429.134267,10.138291,-81.828518,-46.507827,-69.838992,68.36273,140.903047,98.237019,7
27,90.183692,129.406198,115.448617,-143.078815,-103.407649,-127.645325,-434.690358,-398.995608,-412.164588,10.301479,-81.275561,-32.524437,-49.83061,86.489766,121.740453,109.889785,7
28,92.84206,125.780861,111.0292,-138.072145,-104.442854,-122.595434,-420.983093,-387.250564,-402.408282,10.348881,-68.673503,-27.173053,-42.882226,86.661593,137.380948,107.912803,7
29,104.374264,122.742777,110.684132,-134.23998,-114.663021,-121.084965,-408.9446,-377.61977,-392.847314,11.449746,-28.58762,12.948186,-11.307168,104.719686,165.175901,129.803415,7
30,113.800351,119.428568,116.571149,-128.197752,-120.981374,-125.478838,-413.042284,-370.33657,-395.831305,10.456463,-15.364016,23.166939,4.25528,98.331683,168.801945,130.726897,7
31,98.539219,124.296291,111.737102,-133.307659,-110.140013,-122.215806,-412.073548,-379.758768,-397.047529,10.725928,-13.327549,35.044919,6.620552,77.961351,123.260379,106.73936,7
32,96.951057,133.100477,112.151467,-144.83951,-106.617914,-123.493106,-397.88545,-363.18772,-382.556259,11.431878,20.992586,59.248124,35.881957,110.520083,183.025751,142.776173,7
33,101.715543,130.130982,116.760565,-141.524947,-112.315427,-128.197752,-396.916714,-358.422528,-375.763438,10.63563,42.191647,70.779267,54.655553,130.407461,186.893272,154.316863,7
34,90.667706,115.941117,105.686478,-124.330232,-102.751808,-116.406658,-394.26471,-358.108572,-376.299425,11.1607,43.158616,80.757958,67.024972,139.902844,189.794885,164.718757,7
35,95.190008,106.687564,100.38627,-116.424071,-106.031722,-111.132702,-405.447957,-355.41591,-379.783605,11.37086,58.039325,94.534166,71.763737,120.015113,195.490983,156.320185,7
36,102.716806,129.406551,113.97262,-140.2815,-112.419018,-124.598137,-388.661242,-353.382271,-370.479052,10.489239,70.123426,143.182406,108.051396,123.674744,210.337751,169.095129,7
37,92.082981,121.11926,107.274286,-133.065829,-102.820751,-118.901331,-384.457492,-346.579196,-366.562122,11.035546,98.09056,132.54752,115.077298,148.154427,216.760755,174.964911,7
38,91.668616,133.790613,117.399525,-145.944011,-104.270673,-129.449066,-381.003276,-338.668793,-353.733791,9.818098,95.811201,164.312878,139.263355,167.833916,226.114364,201.308351,7
39,93.221422,124.503826,113.912339,-137.347007,-105.755597,-125.616813,-369.577491,-337.154877,-348.926084,10.077949,115.87182,153.850879,140.178439,188.239957,216.067437,197.923784,7
40,108.13784,127.161841,116.027119,-135.033354,-120.429124,-127.713915,-367.055595,-331.145884,-349.04859,10.755498,122.051934,155.8877,138.287989,174.152268,217.520542,197.570673,7
41,90.080101,119.87652,103.519637,-130.510699,-102.233145,-114.732053,-372.472033,-330.867637,-353.208588,10.164169,106.342142,151.744762,128.068175,206.15981,240.341706,222.094462,7
42,93.878325,114.800907,104.460796,-129.095071,-104.236378,-115.310643,-368.608401,-342.783447,-356.808468,10.491497,110.485788,135.72455,120.679705,201.600032,226.532971,215.87042,7
43,94.982825,113.213099,105.28051,-126.540648,-108.241078,-117.468291,-382.106362,-326.622875,-357.083886,11.1115,93.049596,134.585401,113.912428,176.570927,244.173517,207.195192,7
44,93.429312,102.026316,98.107796,-113.592815,-104.685038,-109.699927,-367.088121,-324.859705,-344.930312,10.85547,96.39916,131.754146,113.757129,200.151524,271.312983,238.338737,7
45,101.646246,126.194872,110.985889,-135.966381,-113.143803,-122.466298,-379.652702,-321.647318,-346.68977,11.457909,87.283493,126.955012,106.074768,182.231317,256.600566,223.63728,7
46,79.929229,116.251183,94.870661,-127.092544,-90.356579,-106.091827,-369.886497,-345.094626,-359.474968,10.802964,92.082627,117.667165,101.266883,235.406454,249.867848,240.669273,7
47,85.245612,113.558521,96.683329,-126.194872,-98.608516,-108.99229,-363.979327,-346.478787,-356.740232,11.088091,87.317434,111.452403,100.481199,223.8693,275.902813,242.378085,7
48,101.33618,109.415228,105.936793,-123.225731,-114.490841,-118.297285,-366.42733,-338.604093,-352.931402,11.859519,84.555475,128.92289,101.672321,207.572963,287.260009,238.052182,7
49,99.643366,125.090725,112.021712,-138.659044,-110.208956,-123.812806,-384.835795,-337.26165,-356.350263,11.030561,69.882303,115.975765,97.261919,202.775597,275.349502,248.911221,7
50,109.207693,119.428214,113.549593,-132.444282,-123.606154,-125.970454,-367.783561,-347.826179,-357.820868,10.489643,81.72528,135.86279,103.502667,208.335224,281.320312,255.867119,7
51,104.408559,132.341045,120.170234,-145.218873,-117.597868,-132.849985,-396.952069,-338.055024,-364.714894,10.745394,77.339804,134.757582,111.331399,212.648929,263.989831,234.927654,7
52,83.865339,118.495894,103.649303,-128.577469,-97.40007,-115.733581,-379.755232,-339.983658,-358.929612,10.12509,86.869129,134.412514,112.919561,243.207256,278.420467,255.091777,7
53,86.869129,119.945816,101.085599,-132.823998,-98.573867,-112.643348,-381.858875,-337.666469,-360.411884,10.49358,97.089297,135.344834,111.555906,236.88855,284.189397,260.989224,7
54,97.986615,114.628727,107.420922,-125.884452,-110.899799,-118.124574,-380.172425,-336.25367,-355.953311,9.666281,89.907567,154.610665,123.640272,215.584483,317.265378,272.373024,7
55,94.810645,115.146682,104.719597,-128.025572,-107.274816,-116.864598,-367.709668,-336.604395,-353.36203,10.29577,92.082981,148.776327,123.709657,234.160178,301.592709,277.725469,7
56,85.868219,128.715708,107.870112,-136.967998,-97.502954,-119.298283,-386.143942,-327.830614,-353.5183,10.886493,100.852519,158.442477,127.196401,234.711368,282.638005,265.017611,7
57,93.014594,112.384016,102.069361,-121.672217,-105.997074,-112.790072,-376.620982,-329.036584,-357.868156,10.617981,115.215979,155.542279,130.390137,255.426415,302.485078,276.945442,7
58,87.732506,121.982991,102.302795,-133.411251,-99.299005,-113.653361,-371.646132,-338.738443,-355.495194,10.917008,119.5661,150.916033,138.253695,263.059633,298.518916,277.940518,7
59,100.438154,136.898348,120.489581,-149.190338,-113.731408,-132.125289,-356.800071,-319.43761,-337.430472,10.583767,144.598033,180.712805,157.243401,240.374586,315.954755,264.423023,7
60,97.088943,121.430387,113.558167,-135.310186,-108.966569,-125.806759,-360.36,-314.194413,-336.108182,11.103365,139.039113,197.079145,169.61282,236.269124,335.145987,290.290845,7
61,116.112944,132.307103,123.303424,-144.528737,-130.269222,-136.190445,-364.843765,-318.37306,-340.011412,10.970577,134.170683,174.324803,155.180152,218.002081,270.652545,254.331725,7
62,85.246672,109.829947,101.741706,-122.155171,-98.055912,-113.722127,-365.082413,-316.30053,-346.701084,10.627458,150.225896,174.843112,161.092979,252.184684,282.362941,262.680005,7
63,90.390874,100.472095,95.595534,-111.935711,-101.715896,-106.860186,-348.062706,-317.815507,-333.605113,11.245359,156.268477,182.99075,170.795279,242.82754,273.692751,262.928199,7
64,105.341233,119.151735,112.531271,-134.343571,-118.840962,-126.9376,-362.840178,-324.865715,-343.455906,11.51627,158.822901,192.48684,180.31603,201.912574,262.231257,232.123622,7
65,97.710843,116.044355,107.990939,-129.716264,-109.51882,-121.404401,-366.641937,-313.743986,-334.925281,10.455515,152.814968,212.44104,186.210826,172.875234,277.558503,230.45653,7
66,101.060055,121.050671,111.201911,-131.92668,-113.523519,-123.674655,-351.4798,-309.42816,-329.60006,9.999515,175.497893,210.060565,195.593337,202.049045,264.369901,226.779309,7
67,96.812818,140.178616,122.103818,-155.059678,-109.587409,-134.973515,-366.984884,-315.580696,-338.967811,10.170462,166.83336,232.777077,198.381106,155.300448,212.718933,182.145138,7
68,93.463607,134.412867,113.299543,-145.184932,-106.031369,-125.478662,-344.194479,-318.509179,-331.904609,9.454453,191.036211,231.675052,213.382995,183.854834,201.533918,194.265302,7
69,105.099402,146.358729,122.423076,-158.236002,-115.457456,-133.50618,-351.520459,-320.13411,-334.754603,9.741143,206.539173,238.680005,222.695856,164.174285,195.421333,181.031622,7
70,118.150119,132.893295,125.116093,-144.391558,-131.201542,-137.364596,-361.253783,-311.497861,-337.419777,10.324913,193.245566,243.448379,222.91285,127.817682,217.516299,172.261818,7
71,106.514676,117.80505,110.468022,-127.679797,-116.458719,-121.801618,-353.587685,-306.561902,-329.582117,10.126744,200.115108,237.886631,215.954919,146.221904,198.873782,176.466275,7
72,112.93662,129.474787,123.08758,-142.249732,-123.846924,-134.351879,-368.159742,-312.50266,-335.064493,11.202603,209.095364,231.846171,224.837683,124.676007,193.589927,157.942464,7
73,90.632705,138.659397,109.45845,-150.70885,-104.304968,-121.550949,-357.626326,-320.171233,-339.838436,10.306196,188.550377,243.72309,216.05904,145.52894,168.457584,155.379291,7
74,93.428958,130.925063,109.708501,-145.288523,-106.825803,-121.257853,-349.373682,-327.794198,-339.153161,10.644633,200.874894,219.624184,210.431443,122.051934,159.650923,141.636759,7
75,111.555994,131.54661,122.941121,-143.700008,-123.916221,-133.94653,-354.415354,-322.305635,-339.536148,11.306412,198.217234,253.355653,225.397534,104.478209,182.266672,139.790238,7
76,113.834292,128.577115,122.923443,-141.90431,-124.123757,-134.205332,-358.456469,-305.144153,-327.224535,11.270641,216.860104,259.364292,240.805656,141.524947,175.94832,157.942022,7
77,110.002127,135.966381,124.9265,-147.049219,-120.912078,-136.760197,-351.652334,-304.93591,-324.118568,11.016371,226.562316,265.544759,248.40343,131.477667,172.840585,154.126828,7
78,111.901062,140.144321,123.148303,-150.018714,-121.188556,-133.33338,-349.310396,-300.794739,-327.822924,10.463287,243.376255,277.940341,253.761532,141.904664,176.3991,161.516447,7
79,100.990758,135.655608,119.60066,-146.081897,-113.731055,-130.640364,-346.748902,-314.08764,-329.799287,10.540451,245.897444,283.430672,266.718468,151.916942,203.5718,166.764947,7
80,102.302795,135.137298,118.651104,-147.187105,-114.766966,-130.882018,-347.235038,-304.113192,-327.141361,10.975096,240.203466,275.073023,264.180132,116.527662,183.544061,146.703974,7
81,117.287095,136.967644,127.403583,-148.671676,-127.74874,-137.890772,-337.947897,-306.079302,-318.732889,10.085188,263.888715,301.313049,287.676318,111.140923,204.94889,169.146041,7
82,111.866768,127.43832,119.376065,-140.040377,-124.434884,-131.460608,-333.665305,-306.736911,-318.896054,9.633851,284.052219,306.357902,297.853794,153.677992,202.670239,179.003198,7
83,111.037685,126.263815,118.624941,-137.968907,-124.572416,-131.512492,-341.193164,-305.319162,-320.915993,10.719553,277.249851,320.649237,299.468826,139.591717,198.734482,168.965022,7
